manufacturer,manufacturerNorm,modelNumber,modelStem,name,description,category,unit,tier,collection,color,finish,productUrl,imageUrl,confidence,sourceWorkbook,sourceSheet,sourceRow,rowsInKey,distinctNamesInKey,distinctVendorsInKey,distinctColorFinishInKey
Moen,moen,R8718D3GCH,R8718D3GCH,"Grab Bar 18""",,Hardware,ea,,,,,https://www.fergusonhome.com/moen-r8718d3g/s661980?uid=1899242,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,233 | 83 | 183 | 289 | 87 | 78 | 68,1,1,1,0
Moen,moen,S122BL,S122BL,Shower Arm & Flange,,Shower,ea,,,,,https://www.fergusonhome.com/moen-s122/s684052?uid=3854722,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,236 | 109 | 186 | 292 | 187 | 107 | 89,1,1,1,0
Moen,moen,T2133,T2133,"Shower Head, Trim, & Tub Spout",,Shower,ea,,,,,https://www.fergusonhome.com/moen-t2133/s720647?uid=212053,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,248 | 77 | 196 | 319 | 80 | 73 | 65,1,1,1,0
Moen,moen,T2181BN,T2181BN,Bathroom Plumbing Shower Handle Trim,Bathroom Plumbing Shower Handle Trim MT2181BN 1200 102.826675,Plumbing,ea,,,,,https://www.amazon.com/Moen-T2181BN-Dartmoor-Posi-Temp-Faucet/dp/B01M4QHPQS?ref_=pb_hm_dp&th=1,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,238 | 168,1,1,1,0
Moen,moen,T2691BL,T2691BL,Shower Trim,,Shower,ea,,,,,https://www.fergusonhome.com/moen-t2691/s763148?uid=4642690,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,249 | 111 | 198 | 320 | 189 | 109 | 90,1,1,1,0
Moen,moen,T2902NHBN,T2902NHBN,"Shower , Trim & Arm Gibson Shower Only Trim Package Shower Head","Shower , Trim & Arm Gibson Shower Only Trim Package Shower Head 100.13300000000001",Uncategorized,ea,,,,,https://www.fergusonhome.com/moen-t2902nh/s1434096?uid=3882442,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,17 | 20 | 250 | 2 | 199 | 7 | 12,1,1,1,0
Moen,moen,T2903NHBN,T2903NHBN,Gibson Tub /Shower Trims,Gibson Tub /Shower Trims 1.0,Tub,ea,,,,,https://www.fergusonhome.com/moen-t2903nh/s1434099?uid=3882444,,high,Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Raw Extract | Sheet1,200 | 288 | 304 | 241,1,1,1,0
Moen,moen,T694ORB,T694ORB,Bath Tub Faucet with Handheld,Bath Tub Faucet with Handheld 1309.7040000000002,Faucet,ea,,,,,https://www.fergusonhome.com/moen-t694/s763076?uid=1958863,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,251 | 237 | 201 | 217 | 152,1,1,1,0
Moen,moen,TV6905BL,TV6905BL,"Faucet 8""",,Faucet,ea,,,,,https://shop.moen.com/products/tv6905?variant=52521614836022,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,253 | 120 | 203 | 329 | 198 | 117 | 93,1,1,0,0
Moen,moen,U232CIS,U232CIS,Shower Valve,Bathroom Plumbing Shower Valve 200.91500000000002,Shower,ea,,,,,https://www.fergusonhome.com/moen-u232cis/s1736897?uid=4123792,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,255 | 226 | 204 | 206 | 144,1,1,1,0
Moen,moen,UT36111ORB,UT36111ORB,Shower Double Handle Trim,Shower Double Handle Trim 404.745,Shower,ea,,,,,https://www.fergusonhome.com/moen-ut3611/s1740482?uid=4114270,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,260 | 225 | 208 | 205 | 143,1,1,1,0
Moen,moen,X01TC,X01TC,"Powder room Faucet Brantford Collection 4"" Centerset","Powder room Faucet Brantford Collection 4"" Centerset M-66610 131.274 Ferguson 131.27",,ea,,,,,https://www.fergusonhome.com/moen-66610/s296425?uid=1234366&searchId=0ydq3X01TC,,high,compiled_products_db.xlsx,Sheet1,255,1,1,0,0
Moen,moen,YB5103ORB,YB5103ORB,Voss Robe Hooks -2,Voss Robe Hooks -2 96.95400000000001 1.0 Left on office,,ea,,,,,https://www.fergusonhome.com/moen-yb5103/s763078?uid=1958880,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,267 | 251 | 215 | 228 | 160,1,1,1,0
Moen,moen,YB5108ORB,YB5108ORB,Voss Toilet Paper Holder,Voss Toilet Paper Holder 57.079 1.0,Toilet,ea,,,,,https://www.fergusonhome.com/moen-yb5108/s763156?uid=1958883,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,268 | 253 | 216 | 230 | 162,1,1,1,0
Moen,moen,YB5124ORB,YB5124ORB,"Voss 24"" Towel Bar 2","Voss 24"" Towel Bar 2 145.948 1.0 Noted Judy Picked up",Hardware,ea,,,,,https://www.fergusonhome.com/moen-yb5124/s763111?uid=1958889,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,269 | 250 | 217 | 227 | 159,1,1,1,0
Moen,moen,YB5186ORB,YB5186ORB,Voss Towel Ring -2,Voss Towel Ring -2 95.7 1.0 Counter,,ea,,,,,https://www.fergusonhome.com/moen-yb5186/s763112?uid=1958895,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,270 | 252 | 218 | 229 | 161,1,1,1,0
Moen,moen,YG0418BN,YG0418BN,"Grab Bar 18"" Vertical","Grab Bar 18"" Vertical 144.19",Uncategorized,ea,,,,,https://www.fergusonhome.com/moen-yg0418/s1084794?uid=2709208,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,18 | 35 | 271 | 14 | 219 | 19 | 20,1,1,1,0
Moen,moen,YG0436BN,YG0436BN,"Grab Bar 36"" Hortizal","Grab Bar 36"" Hortizal 188.88100000000003",Uncategorized,ea,,,,,https://www.fergusonhome.com/moen-yg0436/s1084795?uid=2709209,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,19 | 36 | 272 | 15 | 220 | 20 | 21,1,1,1,0
MSI,msi,NVENEWHI1224,NVENEWHI1224,Shower Wall Tile 93 sq ft Veneto White Matte 12x24,,Tile,sqft,,,,,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,high,Product_Master_Refined.xlsx,Product Master | Raw Extract,177 | 116,1,1,0,0
Panasonic,panasonic,BLMC2432,BLMC2432,100 CFM Sone Ceiling Mounted HVI Certified Exhaust Fan,100 CFM 0.9 Sone Ceiling Mounted HVI Certified Exhaust Fan Service Plus 92 Model #,Electrical,ea,,,,,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,high,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,9,1,1,1,0
Panasonic,panasonic,C1466,C1466,Exhaust Fan FV-0510VSL1 Service Plus per Lo,Exhaust Fan FV-0510VSL1 Service Plus per Lou,Electrical,ea,,,,,https://www.fergusonhome.com/panasonic-fv-0510vsl1/s1367152?uid=32174+C1466,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,85 | 74 | 570,1,1,1,0
Panasonic,panasonic,FV-0510VS1,FV0510VS1,100 CFM Sone Ceiling Mounted HVI Certified Exhaust Fan,Exhaust Fan,Uncategorized,ea,,,,,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences,9 | 44 | 102 | 103 | 104 | 21 | 58 | 106 | 146 | 221 | 282 | 76 | 5 | 47 | 176 | 244 | 309,1,1,1,0
Panasonic,panasonic,FV-0510VSL1,FV0510VSL1,(1) Bath Exhusted Fan w/Light,Exhaust Fan,Exhaust Fan,ea,,,,,https://www.fergusonhome.com/panasonic-fv-0510vsl1/s1367152?uid=3217466,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,105 | 106 | 107 | 108 | 91 | 97 | 124 | 222 | 274 | 77 | 78 | 14 | 102 | 163 | 203,1,1,1,0
Panasonic,panasonic,FV-0511VKS3S,FV0511VKS3S,Exhaust Fan,,Master Bathroom Electrical,ea,,,,,,,high,,John Daye 39938-CJC,20,1,1,1,0
Panasonic,panasonic,FV-0511VKSL3,FV0511VKSL3,Water Closet Exhaust Fan w/light,,Master Bathroom Electrical,ea,,,,,,,high,,John Daye 39938-CJC,21 | 57,1,1,1,0
Panasonic,panasonic,LMC2432,LMC2432,100 CFM Sone Ceiling Mounted HVI Certified Exhaust Fan,100 CFM 0.9 Sone Ceiling Mounted HVI Certified Exhaust Fan Service Plus 92 Model # BLMC2432,,ea,,,,,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,high,compiled_products_db.xlsx,Sheet1,4,1,1,0,0
Ruvati,ruvati,RVH8350,RVH8350,Kitchen Kitchen Sink 600 Final,Kitchen Kitchen Sink 600 603.9000000000001 Final,Plumbing,ea,,,,,,,high,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,28,1,1,1,0
Ruvati,ruvati,RVM4350,RVM4350,Sink 500,Sink 500 319.03299999999996 307.197,Plumbing,ea,,,,,https://www.fergusonhome.com/ruvati-rvm4350/s1437586?uid=3385574,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,123 | 97,1,1,1,0
Schluter,schluter,A100ABGB,A100ABGB,Schulter Edging 32 Linear Ft = 9 pieces,,,lnft,,,,,https://www.schluter.com/schluter-us/en_US/Profiles/For-Floors/Same-height-Transitions/Schluter%C2%AE-SCHIENE/p/A100ABGB?siteName=schluter.com&siteUid=schluter-us,,high,Product_Master_Enhanced.xlsx,Product Library | Raw Records,68 | 245,1,1,0,0
Schluter,schluter,A100TSC,A100TSC,edge is texture beige 10' (4) or (6) 8',,,ea,,,,,https://www.schluter.com/schluter-us/en_US/Profiles/For-Floors/Same-height-Transitions/Schluter%C2%AE-SCHIENE/p/A100TSC?siteUid=schluter-us&siteName=schluter.com,,high,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Product Occurrences,69 | 164 | 124 | 262,1,1,0,0
Sentrel Products,sentrel products,CUBBY17X17,CUBBY17X17,Cubby 17x17,,Hall Bath Sentrel,ea,,,,,,,high,,John Daye 39938-CJC,61,1,1,1,0
Sentrel Products,sentrel products,CUBBY17X26,CUBBY17X26,Cubby 17x26,,Master Bathroom Shower Wall System,ea,,,,,,,high,,John Daye 39938-CJC,33,1,1,1,0
Toto,toto,MS776124CSFG,MS776124CSFG,Toliets (3) Toilets - 3 /Seat Included $ 3 PC,Toliets (3) Toilets - 3 /Seat Included $477.99 3 PC #01 1350 1481.8 1420.683,Plumbing,ea,,,,,https://www.fergusonhome.com/toto-ms776124csfg/s1797886?uid=4250648,,high,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,102,1,1,1,0
